PCT_PPL_NO_HLTH_INSURANCE,OPIOID_SCRIPTS_100,SUBSTANCE_ABUSE_FACILITIES,CRIME_THEFT_100k,CRIME_VIOLENT_100k,CRIME_PROPERTY_100k,UNEMPLOYMENT_RATE,MEDIAN_INCOME,UNDER_18_POVERTY_RATE,ALL_AGES_POVERTY_RATE,HS_LESS_PERCENT,RISK
5.1,54.9,4,974.8360344,64.66863877,993.1879454,4.1,85532,5.6,4.7,0.027571562,medium
8.5,85.5,12,3620.140453,701.3384126,3379.091624,5.9,47562,25.6,17.9,0.051849858,medium
12.7,77.4,4,1410.005341,96.13672779,1523.945166,9.2,34116,33.3,24.8,0.09396475,low
7.8,77.6,11,2381.768855,253.9338036,2449.050461,6.4,42839,27.2,18.7,0.038936517,low
8.5,85.5,12,3304.427392,817.7308258,3312.05246,5.2,45251,27.9,19.8,0.051640198,low
8.8,57.1,1,1101.988423,48.43905156,1140.739664,4.8,51042,18.9,12.7,0.041197413,low
12.1,68.7,2,2437.083458,116.0515932,2519.977453,6.8,42074,29.8,20.6,0.080871382,low
8.3,92,1,3833.029853,221.8719875,3817.728337,5.1,44783,22.7,14.8,0.062904534,low
7.7,43.8,0,678.1105901,96.87294145,711.0473902,4.1,52771,14.8,10.7,0.039369163,low
6.9,60.7,2,2018.651871,150.0919102,2037.202557,4.7,52452,16.2,11.6,0.039951431,low
7.9,60.2,1,2091.082066,92.74575234,2123.590886,4.4,59591,13.3,9.5,0.039163567,low
8.9,76.8,7,3535.954475,254.7853078,3603.20745,5.1,50387,23.2,16.3,0.062933264,low
9.8,66.2,5,535.3875782,36.59123736,541.165142,6.7,46873,26.5,17.2,0.05642754,low
8.9,76.8,7,3923.832255,212.7300793,3988.688986,6.4,42466,27.2,19.2,0.063118571,low
9.2,73.3,5,1723.685075,146.1028301,1782.782849,5.9,39698,30.1,21,0.062200407,low
6.4,62.1,4,2100.983937,146.9009887,2139.358073,4.2,68040,11.7,9.8,0.029098388,low
9.1,77.2,2,3085.311781,315.322745,3046.502828,5,51325,23,15.2,0.047143176,low
10.2,76.6,1,1185.896706,56.90483236,1215.487219,7.5,46484,23.8,15,0.061138552,low
10.9,48.8,2,1070.950469,172.7339465,1105.497258,8.5,39070,28.2,21.1,0.072980092,low
6.9,60.7,2,1849.032345,128.5694952,1779.672486,4.7,53058,15.6,11.1,0.040076465,low
11.6,93.6,4,1543.690695,106.2172497,1628.664495,7.3,39851,33.3,21.4,0.088231129,low
7.9,60.2,1,1767.919061,119.6979053,1796.418563,4.2,60800,12,9,0.038911319,low
9.9,90.5,3,2892.685656,175.6691694,3001.990917,7.7,37277,32.1,23,0.068810264,low
8.3,62.8,26,3397.973316,426.7027448,3424.465112,4.4,53344,23.2,16,0.042617291,low
6.7,61.4,9,1170.725355,202.7173677,1060.467943,5.1,60521,12.4,8.7,0.032495551,low
7.3,73,2,2703.400347,105.7334326,2725.241996,5.5,62158,15.4,11.2,0.043266319,low
11,58.7,5,664.5737351,62.17637705,681.9015779,6.1,43668,26.5,18.2,0.068179965,low
7.8,65.8,10,2681.285048,213.7643936,2713.924918,5.6,58558,20.3,14.4,0.039981165,low
10,59.4,7,3310.851729,268.7837535,3292.600981,5.4,47141,20.4,13.4,0.056726645,low
8.3,76.6,0,2151.36197,117.3905752,2156.153422,5.7,45395,25.3,15.5,0.041350231,low
6.7,61.4,9,1194.566746,171.1501026,1211.115611,4.9,61946,12.5,8.6,0.032601264,low
8.3,92,1,4151.149888,200.6414446,4158.749943,6,42240,27.3,21.3,0.06248765,low
10.2,76.6,1,1193.940922,68.74899741,1228.31542,5.8,51504,24.3,16.7,0.061553269,low
8.3,62.8,26,3686.36102,441.0787469,3689.201908,4.5,51070,23.1,16.6,0.04272078,low
10.1,85.6,3,3895.695884,205.9552484,3916.640486,6,44947,25.3,15.8,0.057004224,low
7.1,54.3,0,2021.90618,179.2563498,1965.22954,3.6,54386,12.4,9.7,0.030618566,low
8.1,93.4,3,1955.820752,109.9960823,1927.191634,7.3,43520,26.2,17.6,0.039071211,low
8.2,73,2,2361.836568,117.5574763,2377.867133,6.1,54849,18.2,12.4,0.032181359,low
12.7,77.4,4,1141.487154,89.45824089,1205.897087,7.9,36609,29.3,21.3,0.094432119,low
5.7,60,1,1954.705049,131.4087428,1960.864834,4.1,60148,11.7,8.1,0.041106297,low
12.7,77.4,4,855.2537013,61.08955009,934.3107661,7.5,38302,29.6,20.2,0.094832543,low
6.9,59.6,10,1539.226713,218.4499158,1472.261412,6.1,55443,20.1,13.5,0.045126811,low
8.2,50.1,49,2409.042139,592.9140474,2540.650244,5.6,46703,26.4,18.3,0.047482547,low
10.1,80.4,5,2069.481056,202.6202935,2100.464256,6.5,42831,26.9,17.6,0.047389542,low
6.9,61,2,1715.433752,113.3319596,1720.585205,4.1,54335,16.7,11,0.039022254,low
7.9,61.8,23,2719.375644,327.0929705,2728.974309,5,55531,18.7,12.9,0.038741689,low
9.2,73.3,5,1558.972331,164.7962295,1598.523426,6.5,42132,26.5,17.9,0.062441291,low
7.3,73,2,1752.452601,129.7931636,1748.534317,4.4,66193,12.2,8.7,0.042689706,low
9.1,77.3,13,3110.727535,391.0972723,3205.305385,5,46696,27,17.7,0.043026341,low
8.4,63.2,1,1459.8043,68.10906532,1496.129135,3.9,69937,13.1,9.6,0.067382569,low
9.9,90.5,3,2519.819171,152.0015724,2604.992465,7.7,39245,31.6,22.1,0.069291751,low
11.6,93.6,4,1356.85691,141.7082935,1363.942325,6.9,43499,30.5,20,0.088284267,low
9.3,82.8,1,1053.675892,34.21025623,1072.491533,6.4,48244,23.8,14.8,0.054240361,low
8.3,92,1,2787.145255,187.8628293,2796.38441,5,46450,23.6,16.5,0.063303614,low
9.8,66.2,5,601.0722353,47.50409602,583.6217511,5.9,43123,23.7,15.1,0.056811021,low
9.1,77.3,13,3448.275862,358.5185241,3510.063497,6.2,42994,30.3,19.7,0.042975272,low
7.3,73,2,1855.673149,107.3611323,1897.534141,4.4,61203,12.9,10.6,0.042924754,low
6.9,59.6,10,1177.030778,131.1073352,1190.076284,6,54951,17.9,12.4,0.045274429,low
8.6,89.7,0,1685.917211,86.08938948,1693.091326,6.2,47055,21.1,13.6,0.04275773,low
8.2,50.1,49,2288.742689,572.105568,2379.741279,5.8,46918,27.1,18.1,0.047714982,low
7.8,77.6,11,2407.721403,276.0749533,2406.851876,6.8,43904,28.9,18.4,0.038998304,low
8.2,73,2,2227.316956,87.97302161,2241.979126,5.5,51354,20.1,12.5,0.032110153,low
8.9,76.8,7,3888.384166,225.8273848,3955.87281,5.4,45615,25.9,17.8,0.063153796,low
12.7,77.4,4,758.8563208,79.12245999,784.031649,7.1,41644,27.6,18.6,0.094910987,low
8.8,57.1,1,794.9048302,41.32532756,821.644748,4.8,57896,16.8,11,0.041349637,low
7.8,65.8,10,3235.38876,249.4488457,3211.188499,4.6,58954,18.3,14.4,0.039741616,low
7.3,73,2,2156.064613,106.9614048,2199.641481,4.5,62214,13.5,9.5,0.043160908,low
8.9,76.8,7,3903.099061,278.4210663,3985.064141,5.5,47507,24.9,18.6,0.063308267,low
8.5,89,4,3512.597613,293.9443053,3571.533815,5,47651,25.1,15.1,0.059068808,low
10.2,76.6,1,1354.846092,77.81210665,1380.020597,6.2,47202,23.6,14.9,0.061471564,low
9.2,73.3,5,1547.137795,131.4235331,1585.400343,5.9,43108,26.9,19.5,0.063033388,low
8.5,89,4,3800.268743,341.4970936,3899.748331,5.2,47410,22.4,15.7,0.059524428,low
7.7,43.8,0,554.5107315,93.06473816,540.9387905,4.2,53954,12.5,9.2,0.039397406,low
8.3,62.8,26,3155.506947,444.5966531,3217.495161,4.4,55178,25.4,16.2,0.042455175,low
10.1,80.4,5,1818.957012,195.8266612,1851.677416,6.8,45929,29.2,17.6,0.04777179,low
7.9,61.8,23,2677.53352,292.5549118,2755.893143,5.1,52226,19.7,13.7,0.038788013,low
7.8,65.8,10,3042.730345,230.1535502,3039.295218,4.5,63094,15.8,12.4,0.039488113,low
10.1,85.6,3,3898.874047,293.726834,3919.854535,4.9,45068,26.2,16.3,0.057101895,low
10,59.4,7,3596.635884,239.116095,3658.476253,5.5,44835,22.1,15.8,0.056381926,low
12.1,68.7,2,2222.738281,126.0657532,2222.738281,6.6,43149,27.2,19,0.080914308,low
9.1,77.3,13,3057.366277,405.3675477,3187.098933,4.9,47239,27.2,18.2,0.043024237,low
9.9,90.5,3,2934.201165,231.8901684,2994.808822,7,41843,30.2,21.4,0.069672455,low
10.1,80.4,5,1850.09535,205.677087,1861.078107,7.2,46340,24.1,15.4,0.048104476,low
7.8,65.8,10,2784.874607,221.8762062,2761.505397,4.4,64026,13.1,10.7,0.039239267,low
8.8,57.1,1,622.6589483,60.80653792,646.9815635,4.4,52300,13.9,9.9,0.041372768,low
10.2,76.6,1,1171.605789,103.3769814,1194.578452,5.7,48207,22.6,16.9,0.061704572,low
8.5,89,4,3500.954333,291.869973,3618.29646,4.8,47654,22,15.4,0.059547416,low
8.6,89.7,0,2006.386122,100.081018,2015.917648,5.5,50794,20,13,0.042605919,low
10.1,85.6,3,3468.853603,272.2038039,3419.99651,4.2,46067,24.3,15.6,0.056988309,low
9.1,77.3,13,2615.349024,360.5626809,2697.54302,4.9,48039,23,15.9,0.043039937,low
